news, edge, error, cent, holiday, shake, hair, snakes, toad, window, space, cemetery, fang, chance, development, spy
1, 0, 0, 0, <, 0, 0.008301, 1475a2891e830fb, 1, -31, 3, quicksand, -0.166016, 1979, -0.309768, 10545
1, 1, 0, 0, %, 1, 18836.210938, f930419df1f0d4f0, 1, -4, 196, cakes, -0.001953, 51529060831211574, -0.000000, 5
1, 0, 0, 1, E, 1, -699.255371, 29e680, 1, 0, 1753, stove, -255794.851562, 631, -0.000322, 0
0, 0, 0, 1, F, 1, -106823.593750, 62160a65ef7, 0, -4, 612, sleet, -118.429688, 462477962, 0.004037, 215
0, 0, 1, 0, z, 1, -0.844238, ffffffffffffffff, 1, 6, 13373, substance, 8353.378906, 305191, 0.000244, 239558553
0, 1, 0, 0, H, 0, 2.058105, fc608c55e74471dc, 0, -24, 1, rule, -5.455078, 918866, 0.000026, 19534964
1, 1, 0, 1, e, 0, 0.015625, fffffffffffffffe, 1, 8, 11000, skin, 0.111328, 66686050, -0.000000, 13509
1, 0, 1, 1, Y, 1, 20.067871, ffe4ffdfbab6e090, 1, 43, 44, secretary, -166.621094, 207, 0.870041, 160285
0, 0, 0, 0, ], 0, -0.346191, fffff72198940b5a, 0, 121, 11, pollution, 34666.775391, 1, -0.000307, 25020229
0, 1, 1, 0, H, 1, 1716.418945, 183e1565116, 0, 0, 1, sky, 101574.818359, 1998942836, 0.002752, 1354866189
0, 0, 1, 1, +, 0, 0.009766, e4, 0, -1, 4, , 494.914062, 42294, -0.011136, 3
0, 1, 0, 1, <, 0, 2.058105, ffffffffffffed95, 0, 6, 11, rule, -5.455078, 918866, 0.000026, 20558073
0, 0, 0, 1, ;, 1, 0.007812, 1d869e, 0, 28, 14, trail, 70337.275391, 1, 0.001040, 5274518
0, 0, 0, 1, l, 0, -5.497070, 1b0, 0, -4, 582, beginner, -0.001953, 21304118535, 0.000000, 47
1, 0, 0, 0, E, 1, 755.692871, 18bbbf9e, 0, -7, 718, , 0.546875, 4842240856015398943, -0.000733, 0
0, 1, 1, 1, S, 1, 9083.826172, ffff5e32a0d0c938, 1, 0, 3, structure, 3.423828, 33689331, 0.004423, 363
1, 1, 0, 1, ., 1, -4364.450195, fffffffffffffff3, 1, 18, 14, direction, -101160.742188, 195420596, 0.023156, 5024933
0, 0, 1, 0, u, 0, 0.000977, 77a3, 0, 63, 44, dock, -166.621094, 207, -0.001605, 160285
1, 0, 1, 0, X, 0, -56187.191406, fffffffffffffff6, 1, -16, 4, leaf, 984.527344, 446755798619896, -0.000000, 119
1, 0, 0, 0, $, 0, 0.676270, 15a48550b, 1, 35, 1579, minister, 480398.232422, 213765953837871607, -0.000001, 5050
1, 1, 0, 1, I, 0, -1.935059, ffffffe08246f227, 0, 2, 5, plot, 0.255859, 2609459129, -0.000059, 5926
0, 1, 1, 1, (, 1, 26167.121094, 7ab8ddea, 0, 52, 243, shirt, -2.984375, 26864556308, -0.001175, 7251
1, 1, 1, 0, 3, 1, -0.000488, 323c9c40d88639, 0, -1, 15033, boats, -17.957031, 14007872101, 0.004456, 3177047
1, 0, 0, 1, &, 0, -0.199219, 47d4d859d, 1, 3, 303, stick, 0.121094, 35837, 0.000002, 167618802
0, 1, 0, 0, ., 0, -0.346191, fffff72198940b5a, 0, 6, 11, pollution, 812.125000, 1, -0.000307, 25020229
0, 0, 0, 1, ), 1, 31959.148438, fff81f3c1ae9429e, 0, -7, 6104, wealth, -264.595703, 6643431915, -0.013875, 552755
1, 0, 1, 1, N, 1, -0.003418, ffffffffffff1f3e, 1, -3, 4034, jewel, -1.816406, 7782118067392, -0.000041, 138
1, 1, 1, 1, r, 0, 4.356934, 15d3824725f17a, 0, -4, 24, hearing, -0.439453, 3338079161313151, 0.038155, 0
1, 1, 0, 0, _, 1, -1.640137, fffffffffffffce4, 1, 18, 5564, direction, -0.365234, 101686, 0.000009, 5024933
0, 1, 1, 1, =, 0, 0.758301, fffffffffffff3a0, 1, -3, 140, nut, -155700.316406, 276089, 0.000101, 5626480
1, 0, 1, 0, ^, 1, -0.199219, a716c65a46, 1, -1, 63855, impulse, -0.003906, 1856516614, 0.000003, 105907346
1, 0, 0, 1, Y, 1, 43.608887, eac6494cced, 1, 18, 683, insurance, 0.201172, 15323420, -0.000000, 7
0, 0, 1, 0, *, 1, -4.297363, fffffffffffffff6, 1, -16, 4, dock, 1.369141, 3558271391444, -0.000000, 96
1, 1, 0, 1, w, 0, 1332.052734, 15d3824725f17a, 0, 6, 912, roll, 13954.312500, 1701781, 0.002104, 0
1, 0, 1, 0, n, 0, -36604.679688, 1010, 1, 0, 2, smash, -5046.472656, 137593207129863409, -0.090070, 60982065
0, 1, 1, 0, u, 1, -1685.054688, 183e1565116, 0, 0, 1, sky, 101574.818359, 454, 37.328456, 1354866189
1, 0, 0, 1, u, 1, 0.018555, fffff4eee731645e, 1, 52, 624, pizzas, -11638.894531, 882449944786, -0.000000, 6
1, 1, 1, 1, k, 0, -0.001465, 4155a34ea55fde, 1, -3, 1720, engine, -0.351562, 111, 0.000789, 483460525
1, 1, 0, 1, O, 0, -6890.397461, ce921b, 0, 8, 1375, mailbox, 0.388672, 27542112, 0.116231, 14
1, 0, 0, 1, Y, 1, 20.067871, 3ae, 0, -17, 3, trains, -981.593750, 127149922415, 14.923923, 160285
1, 0, 1, 0, c, 1, 0.000000, 24ee43bdfc16c9b, 1, 16, 11489, duck, 71563.673828, 16057570744202, -0.000002, 9491036
0, 0, 0, 0, b, 1, -101.740723, fffffffffffffffc, 1, 2, 4, sheep, 148838.609375, 135976, -0.001106, 1118760420
1, 1, 1, 0, 3, 0, 18613.912109, fffffffffffffff2, 0, 3, 24106, test, -1.000000, 4002816, 135.228761, 987026
1, 0, 1, 1, ], 1, 3.772949, 1fcabcbbcb3e11a, 1, -2, 121, effect, -0.003906, 13530434, -0.000041, 127
1, 1, 0, 0, }, 0, 0.005859, fc608c55e74471dc, 0, -24, 62920, rule, 0.033203, 8004505, -0.000493, 19534964
1, 0, 0, 0, Z, 1, -435.194336, 6bc39, 1, 0, 0, straw, -1442223.900391, 867052231699585538, 0.000000, 451315493
1, 0, 1, 0, ., 0, -15.379395, f34b5a3996f92, 1, 3, 932, quilt, 31686.388672, 43829, -2.596344, 123094
0, 0, 1, 1, l, 0, -0.011230, 3c4ad772073ca3, 0, -2, 27, skin, 0.000000, 973641, 0.000000, 29830
0, 1, 0, 1, b, 0, -11129.675781, f1deb, 0, -36, 1436, lock, 0.093750, 129925846722261913, 10.738809, 1061
1, 1, 0, 1, d, 1, -0.000000, 2e596c5b5ef, 0, 1, 8, , -22263.283203, 98703, 0.000039, 8947138
1, 0, 0, 0, C, 1, -0.000488, 323c9c40d88639, 0, -1, 15033, boats, -17.957031, 1115046778322439, 0.004456, 3177047
1, 1, 1, 0, p, 1, 148162.468750, ffffa72f68f435c1, 0, -5, 67, underwear, 2.341797, 17, 0.000138, 53161
0, 0, 1, 1, o, 1, 63.006348, fffffffffffffb60, 0, 3, 280, crook, 1.000000, 51538570971, -2.020219, 712884
1, 0, 1, 1, L, 1, 0.001465, fffffff118bcfe22, 0, -3, 47, scent, -29.773438, 117161976, 72.023227, 211839
1, 0, 1, 1, a, 0, 1849.670898, 6e15ba091d64f2ca, 1, -54, 269, tramp, -0.005859, 662740, -11.628196, 3072242
1, 1, 1, 1, }, 1, -19556.718750, b11635ca36, 0, -25, 0, arm, 65034.464844, 1143216705, 0.003681, 1830216
1, 1, 0, 1, (, 0, 0.028320, 5, 0, -11, 293, net, 29079.335938, 5893081324, -0.181081, 1292248763
1, 1, 0, 0, u, 0, -1.610352, be6e0c5fb2675bfb, 1, 3, 191, seed, -1616.890625, 77358308919441, 135.228761, 987026
0, 0, 0, 1, |, 1, 0.046875, fffffffff8ffcde8, 1, 0, 47, person, 1524.359375, 6536474, -0.000396, 186
0, 1, 0, 1, X, 1, -0.001953, fffffffffffffece, 0, -8, 63, bone, 225066.062500, 7526372, 0.000029, 424694
1, 1, 0, 0, t, 0, 38138.585938, fffffffffffffffc, 1, -73, 158, rail, 445.271484, 1144132, 169.181358, 3359761
1, 0, 1, 1, X, 0, -56.719727, fffffffffffffff6, 1, -1, 4354, locket, 258863.066406, 3558271391444, -0.000039, 96
0, 1, 0, 0, s, 0, 0.006348, 5, 1, 25, 1, bells, 28.060547, 438243, -3.316981, 1
1, 0, 0, 0, N, 0, -0.000488, fffffffffffffe1a, 0, -8, 10, , -0.173828, 2585533750459, -0.023118, 38
0, 1, 0, 1, Y, 0, -0.019531, 124c36b, 0, -9, 2194, thread, 12870.730469, 1310279093, -0.000053, 2
1, 0, 1, 0, L, 1, -585.474121, ffffffffffffff22, 0, 124, 6, plant, -11.658203, 1548, 0.001724, 344
1, 0, 0, 0, ], 1, -0.008789, fffff72198940b5a, 0, 121, 5, spring, -0.431641, 517114272117, -0.000000, 25020229
0, 1, 0, 1, L, 0, 0.758301, fffffffffffff3a0, 1, -3, 140, money, -155700.316406, 394171214320146658, 0.000101, 5626480
0, 1, 1, 1, F, 0, 0.010254, ffeae7526606e21c, 1, 12, 6, weather, 0.060547, 0, -0.000000, 1
0, 1, 1, 1, t, 1, 108.548828, ffddf272dae, 0, -1, 3592, base, -0.052734, 7442787, 0.000000, 167618802
0, 0, 1, 0, >, 1, -330889.625000, 13d9ef9d5b5413d7, 1, 1, 740, act, 121180.576172, 101255, -0.107136, 1764297699
0, 0, 0, 0, 6, 1, -101.740723, 4b2b9587f572, 1, 2, 15, quill, 148838.609375, 135976, -0.055369, 1197486066
1, 1, 0, 0, K, 1, 4.356934, 9, 0, -4, 3466, hearing, -68.580078, 2007537, 0.000000, 0
0, 0, 1, 1, +, 0, 0.001953, 2ef178ddd1098e5, 0, -1, 0, , -1359.054688, 1497998496579010, -0.000608, 33809705
0, 0, 0, 1, C, 0, 63.006348, fffffffffffffb60, 0, 3, 30878, , -3802.849609, 4856395243999199888, 31.404955, 712884
1, 0, 1, 0, b, 1, -0.000000, fffffffffffffffc, 1, 24, 3, level, 0.021484, 170, 2.668148, 3934366
1, 0, 1, 0, ., 0, -15.379395, f34b5a3996f92, 1, 3, 2, quilt, 3281.560547, 61169070878230099, 13.725039, 123094
0, 0, 1, 0, m, 0, -131031.125000, 38cb6a18b, 1, 36, 0, land, 18068.406250, 189285294, -0.000010, 1022255931
0, 0, 0, 1, g, 1, 63547.269531, fffffffffffa2245, 0, 1, 4, impulse, 0.001953, 45451342125875335, -0.101622, 7167043
0, 0, 0, 0, e, 0, -0.000488, 482cc95286e8f1a, 0, -7, 36, library, -451.839844, 18775916413356, -0.105325, 26
1, 1, 1, 1, T, 0, -0.001465, 4155a34ea55fde, 1, -3, 1720, engine, -0.351562, 111, 0.000789, 483460525
0, 1, 0, 0, _, 1, 0.004883, a7e6, 0, -6, 3, underwear, 0.001953, 75, 0.003456, 3872
0, 1, 1, 1, @, 1, -0.016602, 864621f9989f, 1, 62, 11721, , -17201.492188, 18013, -0.000197, 47052
0, 0, 0, 1, #, 0, 0.170410, fffffffce26f0e7a, 0, 28, 4, , -0.013672, 970204791985, 1.000000, 228
0, 0, 1, 0, n, 0, 0.046875, 16, 0, 0, 6, stranger, -0.005859, 801, 0.000000, 430
1, 0, 1, 1, _, 0, 0.001465, fffffffffffffb60, 0, 3, 3, father, -191.531250, 62416953, -0.000039, 712884
0, 1, 0, 1, P, 0, -875.930664, fffffffffffffe00, 0, -4, 912, balls, -68.580078, 3203, 0.000014, 0
0, 0, 1, 1, 6, 0, 0.170410, fffffffce26f0e7a, 1, 28, 2, , -0.001953, 462477962, 1.000000, 228
1, 1, 1, 1, k, 1, -49652.183594, 91caea7d8e, 0, 63, 740, rake, 0.148438, 1957451133994636976, 0.550358, 2296625349
1, 0, 1, 1, L, 0, -78337.062500, fffffff118bcfe22, 0, -3, 5255, scent, -46.769531, 606453, -6.566492, 296143
1, 1, 1, 0, l, 1, -0.005859, ffffffffffe97e09, 0, 19, 9344, cake, -1.080078, 476392438, 0.000000, 5050
0, 1, 0, 1, w, 0, -0.043457, ffffffffffa7bc53, 1, 0, 3455, addition, 4029.093750, 15892, -0.000274, 430
0, 1, 1, 1, i, 1, 0.919922, 864621f9989f, 0, 62, 11721, plate, 6381.730469, 420323459, -86.644518, 47052
1, 0, 1, 0, !, 0, -19.376953, 1fcabcbbcb3e11a, 1, -2, 121, jewel, -0.003906, 12777606504155291083, 0.755044, 127
0, 0, 1, 1, C, 0, 0.001465, fffffffffffffb60, 0, 3, 25, crook, -14.095703, 3935158800175513, -0.000039, 712884
0, 1, 1, 1, s, 0, -57.266113, 3451631309ce273, 1, -2, 2071, stove, 7865.937500, 68560992, -24.064675, 14588
0, 0, 1, 1, /, 0, -9706.430664, a8c19d01f262e, 1, 5, 254, screw, 486.537109, 693901655, -10.894800, 20810
0, 0, 0, 0, L, 0, -0.003418, ffffffffffffffff, 1, -1, 203, wrench, 0.003906, 232419835153, -0.000003, 4
1, 1, 1, 0, K, 0, -0.026855, fffffffc2a2eb741, 0, 28, 127, division, -0.722656, 62944244054271, 7.064890, 8419
0, 0, 1, 0, !, 0, 9.785156, 1818dfabb4e97df, 1, -2, 285, women, 29.376953, 30, -0.132628, 127
1, 0, 1, 0, Y, 0, 0.006348, ffffffffff0b0039, 0, -17, 14048, road, -0.003906, 220856686981, -0.420574, 66
0, 0, 0, 1, S, 1, -0.001953, ffffffffffffffff, 0, 1, 25, bridge, 0.023438, 3422, -0.058951, 783339733
1, 1, 0, 0, q, 0, -13.121582, ffffffffffffffff, 1, 6, 144, quicksand, 6.443359, 16, 0.000054, 239558553
1, 1, 1, 1, E, 1, 0.006348, 438a67c34, 1, 1, 0, stitch, -14970.042969, 16, 0.474518, 110067
0, 1, 0, 0, y, 0, -0.000000, 13035, 1, -3, 12, vegetable, -88527.191406, 21763, 4.655596, 3
1, 1, 1, 1, A, 1, -0.015625, ffffffffe559eca3, 1, 40, 3, van, -0.044922, 1561272325042, -0.008209, 3072242
1, 0, 0, 0, &, 1, -71154.687500, fff81f3c1ae9429e, 1, -7, 227, kitten, 468.601562, 496605, 0.000287, 552755
0, 0, 1, 1, C, 1, 63.006348, fffffffffffffb60, 1, 3, 30878, crook, 0.029297, 4856395243999199888, 31.404955, 712884
1, 1, 0, 1, :, 1, -1.468262, ffffffffffd44648, 1, -3, 371, nest, -14.503906, 149514303981, -0.003242, 17
0, 1, 0, 1, $, 0, 0.000000, 37a0a8eb4a6dfc, 0, 0, 32, value, 187380.740234, 871086489618765, 229.875920, 385
1, 1, 1, 0, B, 0, 9892.563477, fffffffffffffffe, 1, -4, 18, front, 17.072266, 6837273772605881, -0.032144, 790829680
1, 0, 0, 1, 4, 0, 32.392578, 376e32f390f7e994, 0, 0, 55, insect, 0.000000, 158924, 233.994811, 100899
1, 1, 0, 1, Q, 1, -0.559082, 732142cac39cd3, 0, -3, 4773, debt, -0.001953, 181547456537924, -2.020219, 883031
0, 0, 0, 0, <, 0, 2599.300781, f8dfd7b7, 1, 0, 978, hall, -22263.283203, 137501422625601420, 0.000039, 8947138
0, 1, 1, 0, q, 0, 5.322266, fe4b62fa23f3b4ba, 1, -1, 102, selection, 0.001953, 30509938030705, 0.000004, 328174959
0, 0, 0, 1, P, 0, 7383.969727, ffffffffffc85af4, 1, 1, 1358, insurance, 3.724609, 231547114, -0.000000, 7
1, 0, 0, 1, !, 0, -163929.265625, ffffe4b13f76ac22, 1, -1, 494, clover, -0.001953, 10337, 0.109334, 2356603
0, 0, 1, 0, k, 0, -131031.125000, 38cb6a18b, 1, 36, 0, land, 18068.406250, 189285294, -0.000010, 1022255931
1, 1, 0, 1, k, 1, 132245.031250, 5a, 0, -25, 30, , 384405.326172, 4129828843841615, -59.169089, 296143
0, 1, 1, 1, w, 1, -52322.808594, 3451631309ce273, 0, -5, 433, expansion, -0.005859, 48048277902760823, 18.606083, 14588
0, 1, 1, 0, K, 1, -1.046875, ffeae7526606e21c, 0, 12, 9, worm, 0.003906, 17609054869579707, -0.000007, 1
0, 0, 0, 1, 2, 0, 248.334961, ee76937450f51f2, 1, 6, 958, mind, 351.703125, 4084932669079, 0.000055, 684454
1, 0, 0, 0, ., 1, 0.000488, f34b5a3996f92, 1, -8, 932, knowledge, -58.960938, 61169070878230099, -2.596344, 123094
0, 1, 1, 1, K, 1, -0.004883, 3c, 1, 12, 1021, worm, 260203.677734, 244364968504, -0.004540, 1
0, 0, 0, 0, Y, 0, -11.987305, 124c36b, 0, -9, 2194, insect, 12870.730469, 1310279093, 61.758418, 2
1, 0, 1, 1, f, 0, 243.884766, 596, 0, 1, 15, passenger, 45.753906, 3933768574, 4.062795, 31430
0, 0, 1, 1, r, 0, -408616.031250, 18b, 1, -2, 56, paint, 0.228516, 171982847386342, 0.094585, 708
1, 0, 0, 1, B, 1, 7760.640137, fffffffffa621942, 1, 15, 3, skin, -1483763.082031, 6051835, 2.578936, 78367449
1, 0, 1, 0, T, 0, 556.350586, f1deb, 0, -2, 5, lock, 561.671875, 27520883669114489, -0.036802, 1061
1, 0, 0, 0, n, 0, 1.000000, 5fe5, 0, -1, 579, texture, -0.023438, 70444924422, 0.000102, 1
1, 0, 0, 0, /, 0, -21.644531, a8c19d01f262e, 1, 5, 3, screw, 486.537109, 39234, -0.000000, 20810
0, 0, 1, 0, ), 1, 4247.907715, ffb2efcaad2d63b8, 1, -11, 0, wax, -315180.613281, 9391507120, 0.001955, 3983191
1, 0, 0, 0, h, 0, 0.003418, cf862acb384, 0, -2, 52, babies, 22705.332031, 3177872476178759, 0.000170, 1984
1, 1, 1, 1, h, 0, 0.000977, ffee6e8e29257e82, 1, -5, 488, tail, -24.464844, 0, -0.017830, 34
1, 1, 0, 0, 9, 1, 0.009766, ffffe340d54b2270, 1, -4, 551, popcorn, 31734.732422, 321, 0.822845, 42
1, 0, 1, 0, >, 0, 0.337402, ffffffffffffe1a7, 0, 0, 1932, , -28719.281250, 232419835153, 0.000053, 5
0, 0, 0, 0, L, 1, -0.008789, fffff72198940b5a, 1, 121, 10, spring, -0.431641, 211669989851407, 1.666732, 25020229
1, 0, 1, 0, 0, 0, 0.003418, cf862acb384, 0, -2, 52, babies, -0.013672, 227766752329730544, 0.000170, 1984
0, 0, 0, 1, ], 1, -0.001953, 1f0, 1, 2, 3, mist, 815.001953, 31859941671, 0.000000, 50
0, 0, 1, 1, P, 1, -0.054688, fffffe91f01bbfc6, 0, 24, 52, tax, -0.412109, 3, -1.549378, 3934366
0, 1, 1, 1, ], 0, 0.000488, 12edd, 0, 11, 23455, stove, -1475.369141, 10669850889, -0.000011, 33809705
1, 0, 0, 0, 4, 0, 32.392578, fffffffffffff51e, 0, 0, 388, cherry, 0.000000, 158924, -0.384752, 100899
0, 0, 1, 0, y, 1, -20.598633, fffffffffff19a0a, 1, 0, 1, actor, 0.031250, 9098639681067838931, -0.000000, 1004218
1, 1, 1, 1, #, 0, -24201.181641, fe4b62fa23f3b4ba, 0, 0, 21, night, 0.363281, 6, 0.001011, 393243203
0, 1, 0, 1, B, 1, 7760.640137, febef255537abdcd, 1, -1, 3, learning, 0.027344, 28315346793, -0.153567, 78367449
1, 0, 1, 1, #, 1, 1254.171875, 23, 1, -1, 3, uncle, 195334.109375, 1979, -58.144295, 10441
1, 0, 1, 0, F, 0, -0.000977, fffffffffffff3f8, 0, -1, 29, park, -1483763.082031, 6051835, -0.000026, 78367449
1, 0, 1, 0, E, 1, -18133.916016, fffffffffffd7a33, 1, -1, 113, cabbage, -0.117188, 7575416736, -11.561692, 73717
1, 1, 0, 0, Q, 0, 9.785156, ffffffe0f9dfbb22, 0, -16, 125, leaf, -1808.201172, 2272730108, -0.132628, 119
0, 0, 0, 0, t, 1, 6.586426, 1, 0, -2, 393, juice, 6.886719, 1451750, 0.116231, 14
1, 0, 1, 1, s, 0, 0.006836, 3451631309ce273, 1, 91, 2071, stove, 7865.937500, 68560992, -0.106661, 14588
1, 1, 0, 1, }, 0, -14052.404297, fdfd3122ee477e8e, 1, 0, 51, furniture, 1499.832031, 171982847386342, 0.000022, 708
0, 1, 0, 1, 9, 1, -5.497070, 1b0, 1, -4, 551, popcorn, 31734.732422, 531993, -0.000002, 42
0, 1, 1, 0, {, 1, 0.010254, 97f, 1, 12, 1, wish, -156.332031, 0, 3.441546, 1
1, 1, 1, 0, I, 0, 3.197266, fffffffc2a2eb741, 0, 28, 127, silver, 753.564453, 62944244054271, 7.064890, 8419
1, 0, 0, 1, I, 0, 7383.969727, ffffffffffc85af4, 0, 1, 242, deer, 533286.476562, 12539910169, -0.003680, 7
0, 1, 1, 0, u, 0, -0.290527, fffff4eee731645e, 0, 0, 624, , -11638.894531, 882449944786, -0.010609, 6
0, 1, 1, 1, (, 0, -57.266113, c53ffdaaae82fe, 1, -2, 5750, harbor, 0.005859, 280694780889, 0.228565, 14588
1, 0, 0, 0, !, 0, 23506.685547, fffffffffffffffd, 1, -2, 3318, kite, -347900.826172, 65459604624354252, -0.000001, 2811371
0, 0, 0, 0, g, 0, -1.935059, 25ae14c97f, 1, -119, 21, reward, -1.080078, 13859445, -0.000005, 5050
1, 1, 0, 0, J, 0, 3.973145, ce921b, 0, -3, 1375, juice, 0.404297, 78, 0.116231, 17
1, 0, 1, 1, -, 0, -0.000488, ffffff963a8de20d, 1, 0, 51, secretary, 0.136719, 171982847386342, 0.000022, 708
0, 0, 0, 0, %, 1, 419613.843750, 4322cf3, 1, 6, 130, trick, -1752.689453, 113056673032430, 0.066218, 1
1, 0, 1, 0, ], 1, -67062.367188, fffffffffc8f85f8, 0, -17, 14, treatment, -15.431641, 1129746459932, -0.000000, 2
1, 1, 0, 1, l, 0, -5.497070, 1b0, 1, 30, 72, year, 468017.109375, 531993, 0.822845, 47
1, 0, 0, 0, z, 1, -435.194336, 6bc39, 1, 0, 0, straw, 28708.185547, 115108578902367883, 0.000000, 451315493
1, 0, 0, 1, P, 0, -2830.384277, fffffff118bcfe22, 0, -3, 2, scent, -29.773438, 7922867895381, -6.566492, 296143
1, 1, 0, 0, g, 1, 0.005371, 4e1, 0, -59, 226, women, 6.347656, 3476367489426889, -0.000412, 1378773
0, 1, 1, 0, E, 1, -207807.296875, ffffffffffffffff, 1, -10, 940, van, -7291.798828, 66678566108, 0.124946, 608
1, 1, 1, 1, }, 1, -19556.718750, b11635ca36, 1, -25, 0, arm, 0.476562, 130199864, 0.003681, 1830216
1, 1, 0, 0, ], 1, 0.005371, 4e1, 0, -59, 226, women, 6.347656, 3476367489426889, -0.000412, 1378773
1, 1, 1, 0, q, 0, -0.674805, fffffffffc8f85f8, 0, 0, 15, bedroom, 5269.638672, 11982779703493, -0.000230, 2
1, 1, 1, 0, r, 0, -408616.031250, ffffff1454055666, 1, 0, 3561, furniture, 0.228516, 10139138448, 0.000022, 708
0, 0, 0, 1, l, 1, 0.111816, ffe75716483703aa, 0, -19, 692, bubble, 0.007812, 3219918072952073, 1.535891, 29830
0, 1, 1, 0, &, 0, 3.141113, 1232c6c, 1, -5, 1029, glue, -0.003906, 3572, -0.237289, 7
0, 0, 0, 0, n, 0, 0.046875, 16, 0, 0, 1139, stranger, -0.001953, 3991197120661, -0.000001, 430
0, 0, 0, 0, V, 1, -0.146484, fffffffffffffffd, 1, 52, 57260, snail, 0.119141, 3, -0.000010, 500150
1, 1, 1, 1, %, 0, -0.005859, ffffffffffe97e09, 0, 19, 9344, cake, -1.080078, 9781459, 0.000000, 5050
0, 0, 1, 1, b, 0, -0.114746, fdf5258763999194, 0, 24, 3, agreement, 9.833984, 3, 4.735424, 3934366
1, 1, 1, 0, &, 1, 133.963867, 1726d686c2b077, 0, 36, 1, , -1359.054688, 1497998496579010, -39.010126, 49055716
1, 0, 0, 0, h, 0, -1020.671387, 6bc39, 1, -73, 61, health, -1442223.900391, 867052231699585538, -31.994134, 451315493
1, 0, 1, 0, Q, 1, 0.000000, fffffffffffffff6, 1, -16, 4, dock, 1.369141, 446755798619896, -0.000000, 96
0, 1, 1, 0, X, 0, 204250.203125, ffffffc4190c44a4, 1, 1, 63, , 324615.724609, 7526372, -0.000000, 349863
0, 0, 1, 0, y, 1, -0.026367, ffffffe4cb0a44f7, 1, 1, 87, nut, 70.125000, 4043422125182357, 0.000001, 1061
1, 0, 0, 0, 1, 0, -4731.561035, b8c4fe1f2944f, 1, 11, 1582, , 1897327.150391, 455, 0.001942, 65203
1, 1, 0, 0, $, 1, -15595.691406, 15a48550b, 0, -2, 3447, trick, -7824.156250, 66065982587, 5.920047, 5050
0, 0, 0, 0, f, 1, -0.001953, b0dbc02c7, 1, 2, 3, mist, 4150.787109, 668606360772023, 0.000000, 50
0, 0, 1, 1, W, 0, 0.000977, 768ef7aa977, 1, -3, 1074, existence, -9531.298828, 1502354649027300139, 0.000056, 7848038
