news, edge, error, cent, holiday, shake, hair, snakes, toad, window, space, cemetery, fang, chance, development, spy
1, 0, 1, 0, G, 0, 0.000488, 5, 1, 71, 883, expert, -0.847656, 3, 0.020450, 2
1, 1, 0, 0, {, 1, -24.390625, 24, 1, 0, 2, addition, 0.023438, 7015, 0.000004, 7
0, 0, 0, 1, :, 1, -221244.671875, 0, 0, -38, 514, star, 3.935547, 76, 40.529163, 43
1, 1, 1, 1, U, 1, -7360.235352, 0, 1, -33, 2975, army, -0.015625, 451, -0.000028, 0
1, 1, 0, 1, /, 0, 65030.832031, b2, 0, -1, 2, bells, 0.000000, 80, 0.000075, 207
1, 0, 0, 1, ^, 0, 32229.902344, e3, 1, 24, 3418, roof, 0.003906, 465, -54.000256, 37
1, 0, 0, 0, p, 1, -0.000000, 0, 1, 3, 44037, farmer, -0.015625, 6090, -0.011857, 126
1, 0, 1, 0, I, 0, -17895.552734, 1, 1, 6, 4, kettle, 0.068359, 903, -0.000001, 120
1, 0, 0, 0, l, 1, -0.000977, 7, 0, 0, 45, view, -0.546875, 26015, -0.022907, 191
1, 0, 0, 0, 7, 1, -0.001953, 7, 1, -5, 6, attention, 5.066406, 19, -0.000013, 18
1, 0, 0, 1, _, 1, -3333.080566, 4, 1, -2, 116, meal, 0.148438, 5, 0.004565, 0
1, 0, 0, 1, #, 0, 3.154785, 0, 0, 61, 1, language, -0.316406, 0, 0.017250, 13
1, 1, 1, 0, A, 0, -0.000977, 4, 0, -48, 3, clocks, -0.003906, 209, 0.006960, 0
0, 0, 1, 0, o, 1, -0.013672, 0, 0, 0, 7, stick, -32.423828, 318, -0.000000, 1
1, 0, 0, 0, q, 1, 0.006348, 9, 1, -1, 18, bulb, 0.003906, 7, 0.307051, 9
0, 0, 0, 1, O, 0, 7.248535, 3, 1, 42, 25, hearing, -0.044922, 485, 104.914001, 0
1, 0, 0, 1, m, 0, -5.632324, 68, 0, 1, 6835, ink, 0.023438, 134, 0.809792, 219
0, 0, 1, 0, U, 0, 0.000977, 7, 1, 0, 1111, gun, 0.005859, 44, 0.000004, 6
0, 1, 1, 0, a, 1, 430592.343750, 9, 1, -34, 17, condition, 0.021484, 69, 0.072566, 1
0, 1, 1, 1, m, 1, 286548.875000, 0, 0, -4, 162, zipper, -1.408203, 3, 244.305527, 1
1, 0, 1, 1, y, 0, 400407.187500, 22, 1, -16, 2084, fireman, -0.001953, 22571, -0.000004, 1
0, 1, 1, 1, [, 1, -0.267578, 18, 0, -16, 11050, bag, -0.009766, 28893, -0.000348, 1
0, 1, 1, 1, 6, 0, -0.000000, 9e, 1, 0, 593, wall, 7.216797, 3174, 0.423146, 23
1, 1, 0, 0, v, 0, 29.530762, 4d, 0, -42, 1, act, -7.548828, 647, 0.000043, 8
1, 0, 0, 1, Z, 0, 13.824219, 0, 0, 2, 849, mice, -23.000000, 31, -0.000015, 72
1, 0, 1, 1, 6, 1, 0.000488, 1d, 1, 1, 2, pest, 0.011719, 0, 0.182869, 1
1, 0, 1, 1, R, 1, 0.653809, 14, 0, -8, 9779, spring, -1.060547, 930, 0.209566, 15
0, 1, 1, 1, y, 0, 6566.702637, 0, 0, 15, 20, horses, -8.976562, 427, -0.000109, 1
1, 1, 1, 0, e, 0, -0.064941, 2, 0, 32, 4, cats, 0.003906, 912, -1.389927, 59
1, 1, 0, 1, m, 0, 7.977051, 0, 0, -8, 508, nerve, -1.763672, 39, -0.032941, 5
0, 1, 0, 1, s, 1, 88901.054688, 29, 1, 5, 32039, church, -0.001953, 182, -0.001421, 7
1, 0, 1, 1, C, 1, 408.187012, 0, 1, -3, 55, brick, 1.875000, 10703, -0.221435, 255
0, 1, 0, 1, Y, 1, 0.056152, 5, 1, -3, 50, flame, -0.007812, 112, 0.106922, 157
1, 1, 1, 0, d, 1, -2669.212891, 15, 1, 8, 2, pipe, 0.000000, 1, -11.343375, 1
0, 1, 1, 0, k, 0, 1.581055, 0, 0, -3, 781, journey, -16.949219, 7, -0.000001, 2
0, 1, 0, 1, ), 0, -0.000488, 6, 1, -6, 19305, oil, -0.001953, 13, 3.743533, 30
1, 1, 1, 0, -, 0, 0.002441, 2, 0, 43, 31, quartz, 0.265625, 10, 15.017811, 0
0, 0, 0, 0, v, 0, -110635.023438, 1a, 1, 0, 6071, vase, 15.980469, 2, 0.000001, 7
1, 1, 1, 1, a, 0, -0.084961, 2, 0, -22, 291, pet, 0.001953, 5587, 4.515397, 153
1, 0, 1, 1, M, 1, 0.014160, d, 0, -13, 15, wood, -0.007812, 7804, 0.285056, 0
1, 1, 0, 0, E, 1, -3.894531, 1e, 0, -1, 13, gold, 0.000000, 1169, 20.299866, 114
1, 1, 1, 0, q, 0, -155.976074, 1e, 1, 0, 565, boundary, 20.396484, 105, -0.000000, 31
1, 0, 0, 1, }, 1, -687.314453, 44, 1, -1, 3, cap, -23.658203, 125, -3.131132, 58
1, 0, 1, 0, {, 0, 0.001953, b7, 0, 8, 3044, cattle, -0.013672, 19, -0.084298, 5
1, 0, 1, 1, B, 1, -0.086426, 1, 1, -1, 5, vase, 0.056641, 1973, 0.003089, 0
1, 0, 0, 0, {, 1, 0.102051, 19, 0, 3, 510, front, 0.000000, 12, -0.000796, 83
1, 0, 1, 1, O, 1, -8918.394531, 14, 0, -1, 32691, quince, 3.021484, 8282, -0.000006, 1
0, 1, 0, 1, w, 0, -18545.218750, a, 1, 5, 0, recess, -0.005859, 541, -0.000349, 14
0, 1, 1, 0, W, 1, 0.619141, 31, 1, 0, 22, night, -0.003906, 17, 0.000026, 33
0, 0, 0, 1, K, 0, 3.189453, 60, 1, -2, 454, jam, -0.093750, 15, -0.033029, 161
1, 0, 1, 1, %, 1, -210.056152, 2b, 0, -1, 50, journey, 0.240234, 5566, -0.000364, 13
0, 1, 0, 0, a, 1, -123584.148438, 80, 1, -31, 18646, money, -28.724609, 8085, -18.255798, 0
0, 0, 1, 0, _, 0, -46.166504, 2, 1, 16, 886, crack, -0.039062, 7, 0.062551, 1
0, 0, 0, 1, $, 0, 1520.090332, 0, 0, 0, 1, mouth, 1.464844, 5, -67.794273, 4
0, 0, 0, 1, u, 0, -0.044434, 2, 0, -1, 400, farmer, 0.000000, 27, 0.000043, 1
0, 1, 1, 1, ], 1, -20.396484, 86, 1, 3, 58685, acoustics, 0.015625, 48, -0.000004, 110
1, 0, 1, 0, 9, 1, 122993.875000, 18, 1, 0, 1022, father, -0.003906, 5, 0.000000, 6
0, 0, 1, 1, C, 0, 7.009277, 0, 1, 0, 13, worm, 0.005859, 0, 0.026810, 111
1, 1, 1, 1, W, 1, -0.118652, 5, 1, -1, 10, clock, -2.775391, 0, 0.056739, 103
1, 0, 0, 1, +, 1, 61610.039062, 1, 0, 5, 544, pizzas, 10.447266, 9687, -0.000000, 30
0, 1, 1, 0, R, 1, 0.067871, 0, 1, -122, 11324, downtown, -6.337891, 511, 0.000000, 186
1, 1, 0, 0, d, 1, -0.001465, 0, 1, -1, 40403, string, 0.025391, 482, 9.901211, 2
1, 1, 1, 1, }, 1, 0.445801, 0, 1, 0, 1, river, 0.001953, 15357, -0.000005, 9
0, 1, 1, 1, Q, 1, 3998.966309, 0, 0, 3, 14, car, 0.005859, 25193, 0.000002, 54
0, 1, 1, 0, 8, 0, 0.418945, 3, 0, -32, 5, badge, -0.001953, 13290, -4.744539, 5
1, 0, 1, 1, s, 0, 1428.849609, 0, 0, -4, 104, selection, -0.003906, 68, 0.000011, 238
1, 1, 1, 1, ., 0, -0.002441, 0, 1, -1, 9817, map, 1.531250, 105, 0.003437, 0
1, 1, 1, 1, d, 1, -79.778809, 34, 0, -7, 3, twig, -0.039062, 0, 0.000000, 87
0, 1, 0, 0, d, 0, 4.855469, 29, 0, 3, 10, copy, 0.621094, 2244, -0.003061, 1
1, 1, 1, 1, p, 0, 988.920410, 16, 1, -1, 8, fall, 0.000000, 484, 0.021714, 2
0, 1, 1, 1, t, 1, -0.469238, e, 1, 20, 14, committee, -0.005859, 1148, 0.330616, 11
1, 1, 1, 0, z, 0, 1.606934, 70, 1, -1, 1, birthday, 11.234375, 8, -54.543468, 28
0, 0, 1, 1, 0, 0, 2.280273, 5d, 1, 21, 1, beef, -55.945312, 441, 1.000000, 4
0, 0, 0, 0, o, 1, 0.000488, 0, 0, -30, 887, soda, -2.392578, 3, -3.925266, 88
0, 0, 0, 1, n, 0, 7.465820, 0, 0, -2, 26119, limit, 1.000000, 1, 0.000070, 18
1, 0, 0, 0, s, 0, 429.058105, 1d, 0, 1, 0, motion, -13.865234, 117, 1.024752, 15
0, 0, 0, 0, J, 1, 0.001953, 50, 0, -40, 314, taste, 0.005859, 21, 0.141302, 46
1, 0, 0, 0, V, 1, -4426.048828, 5, 1, -10, 6, existence, 0.333984, 60, 10.581923, 44
0, 1, 0, 0, ., 0, -155.976074, 1e, 1, 0, 22, boundary, -30.968750, 27, -0.009762, 31
1, 1, 1, 1, _, 0, -315017.250000, 15, 1, 5, 2634, knowledge, 0.027344, 12, -0.000016, 3
0, 1, 1, 0, /, 0, -0.605469, 23, 0, 38, 2, shame, -0.046875, 0, -0.008073, 77
1, 1, 1, 1, D, 1, -1345.310059, 9, 0, 14, 63, pollution, 0.000000, 26117, 0.420166, 7
0, 0, 1, 0, &, 0, 0.053223, 14, 1, -16, 0, transport, 4.904297, 10625, 13.721848, 131
0, 0, 0, 0, K, 0, -4.696777, 95, 0, -1, 0, beam, -0.003906, 1, 0.094737, 6
1, 0, 0, 0, &, 0, 3946.712402, 2, 0, -75, 117, downtown, -3.900391, 0, -2.421107, 26
0, 1, 0, 1, z, 1, 112390.164062, 9, 1, 22, 18898, father, 0.091797, 15525, -0.219203, 118
1, 0, 0, 0, @, 0, -358.759277, 3, 0, 6, 12, hill, 1.044922, 55, 0.000000, 212
0, 0, 1, 1, y, 0, 5.759766, 1c, 0, 0, 2, authority, -0.003906, 2, 0.001808, 102
1, 0, 1, 1, 1, 0, 191178.609375, 1, 1, 1, 7428, dock, -0.054688, 37, -0.014736, 103
0, 0, 1, 1, x, 0, 0.053223, 13, 1, -5, 15, level, 1.449219, 1206, -0.000013, 4
0, 1, 1, 1, 0, 0, -0.060059, 2, 1, 0, 14, son, 15.250000, 0, 0.003896, 1
1, 1, 0, 0, ^, 1, 710.589844, 3, 1, -4, 5529, cloud, -0.322266, 6521, -2.205597, 6
0, 1, 1, 1, ;, 1, -0.236816, 5, 0, 0, 1914, crook, 0.119141, 317, 0.171974, 1
1, 0, 0, 1, q, 1, -90.684570, c0, 1, -3, 17731, cats, -0.470703, 0, 0.000003, 19
1, 1, 0, 1, l, 0, 2002.850586, c2, 1, -1, 0, lead, -0.892578, 507, 1.984432, 39
1, 1, 1, 1, y, 0, 0.008301, 6, 1, 8, 102, digestion, -8.595703, 7058, -0.000000, 9
1, 1, 0, 1, 0, 1, 1.674805, b9, 1, -7, 5, fork, 18.398438, 122, 0.028966, 132
1, 0, 0, 0, +, 0, 189.319336, 1d, 0, 1, 1771, flock, -1.837891, 369, -0.078711, 2
1, 1, 0, 0, N, 1, 4.731934, b, 1, -37, 254, growth, 0.957031, 4891, -2.584743, 112
0, 1, 0, 0, C, 1, -24.390625, 24, 1, 0, 2, addition, -0.769531, 1725, -0.000558, 7
0, 0, 1, 0, ^, 0, -5.843750, 3, 0, -1, 1785, elbow, -0.003906, 6, 0.022662, 7
1, 1, 1, 0, F, 0, 0.098145, 42, 1, 0, 323, goose, -2.505859, 36, 103.778893, 3
0, 0, 1, 1, N, 1, 0.168945, 5, 1, 1, 40, spark, 1.751953, 22, 0.001485, 5
1, 1, 0, 0, Q, 1, 6203.657715, 4d, 1, -42, 1, act, -7.548828, 3981, 0.000043, 8
0, 1, 1, 0, ], 1, -53.900879, 8, 0, 3, 28778, earth, 0.033203, 17244, -0.001664, 2
0, 1, 0, 0, i, 1, -0.000977, d7, 0, 4, 420, respect, -0.335938, 30379, -0.001655, 2
0, 0, 1, 1, =, 0, 0.189941, 1, 1, 50, 4391, drug, -1.435547, 3974, -4.340384, 1
1, 0, 1, 0, J, 1, 0.000488, 36, 1, 5, 0, brother, 6.082031, 1, 3.853327, 0
0, 0, 1, 0, O, 1, 78283.648438, b6, 1, -113, 51, snow, -0.009766, 748, 0.000000, 0
1, 0, 0, 0, Q, 1, 0.507812, 5, 0, -62, 0, lunchroom, 1.929688, 1, 0.204496, 6
0, 1, 0, 0, F, 0, 117.937012, 39, 0, -86, 243, shade, -0.007812, 0, 33.260921, 216
0, 0, 0, 1, @, 0, -0.000488, 0, 1, -13, 2, shape, -0.001953, 9, -0.000001, 182
1, 1, 0, 0, ;, 0, 0.318848, 75, 0, -1, 2175, color, -37.451172, 237, -0.025524, 3
0, 1, 0, 0, h, 0, -226.941895, 0, 1, -2, 4304, plot, 0.011719, 255, -0.000000, 1
0, 1, 0, 1, x, 0, 40.091309, 0, 1, 5, 22, surprise, 12.496094, 58, 0.103702, 103
0, 0, 0, 1, d, 1, 83948.593750, 0, 0, 0, 0, dime, 0.046875, 3, -4.903721, 25
1, 0, 0, 0, ~, 0, 0.000000, 15, 1, -2, 512, joke, 0.000000, 63, 0.000000, 24
0, 1, 1, 0, j, 1, 6354.358398, 2, 1, 114, 135, patch, 12.550781, 2789, 0.000005, 1
0, 0, 1, 1, ], 1, 7114.875977, 0, 1, 0, 14, sneeze, -0.001953, 4118, -0.000000, 25
1, 1, 0, 1, C, 0, 0.006348, 63, 0, -2, 120, chalk, -1.244141, 3, 63.812286, 0
1, 1, 1, 1, =, 0, 0.000977, d7, 1, 1, 3383, business, 0.193359, 148, 0.000000, 68
0, 0, 1, 0, !, 1, -0.000488, 7, 1, 1, 8099, grip, -57.408203, 16, 7.655216, 82
1, 1, 1, 1, ^, 1, -7360.235352, 0, 1, -33, 37, army, -30.111328, 1719, -0.000028, 0
1, 0, 1, 1, _, 0, 33.628418, 41, 0, 1, 0, snow, -0.001953, 27522, 0.000003, 11
1, 0, 0, 0, I, 0, 16165.000000, 3, 0, -91, 52551, doctor, -0.826172, 1690, 0.000000, 169
1, 1, 1, 0, (, 1, 8.645508, 5, 0, 0, 1, button, -0.447266, 1, 0.000014, 0
1, 1, 0, 1, }, 0, 0.022461, 3, 0, -4, 0, letters, -36.810547, 182, -0.003293, 0
1, 0, 0, 1, K, 0, -4.433594, 0, 0, 22, 24, brain, 53.560547, 6404, -0.000700, 19
0, 0, 1, 0, s, 1, -0.007812, 0, 1, 0, 4, disgust, -0.308594, 2606, 0.000000, 120
1, 0, 0, 0, n, 0, 0.814453, d, 1, -1, 2, drain, -29.574219, 24, -1.194436, 1
0, 0, 0, 0, Q, 1, -21.124023, 4, 0, -1, 9404, cart, 2.328125, 786, 0.076398, 99
0, 0, 0, 0, Z, 0, -0.165527, 1f, 0, 6, 1771, mice, 4.095703, 369, -0.000000, 2
1, 1, 0, 0, G, 0, -1.822266, af, 0, 19, 98, monkey, -0.007812, 16304, -24.055716, 188
0, 0, 1, 0, V, 1, 42565.960938, 1a, 0, -2, 6673, wall, -0.001953, 103, -162.261093, 161
1, 1, 1, 0, ], 0, 0.000488, 35, 1, -13, 1708, range, -0.759766, 289, 0.000000, 1
1, 1, 1, 1, |, 0, -212.501465, 0, 1, 87, 45, bean, 0.011719, 41, -0.000039, 127
1, 0, 0, 0, r, 1, -53.428223, 32, 0, 5, 3404, soup, 0.025391, 1, -0.003355, 57
0, 1, 1, 1, h, 0, -0.007324, 57, 0, 22, 62, blade, -0.482422, 4, -0.002439, 93
0, 1, 0, 1, D, 1, 1.793945, 7e, 1, 1, 126, quill, 0.001953, 32, -0.010383, 230
1, 1, 1, 0, /, 1, -333871.625000, 8d, 1, -1, 10851, border, -33.660156, 18214, -144.097992, 3
0, 1, 1, 1, >, 0, 1.000000, 4b, 0, -6, 20, engine, 0.001953, 10, -0.000000, 1
1, 0, 1, 0, ^, 1, -1.049805, 60, 1, -112, 56, throne, -0.001953, 3075, 0.002352, 21
0, 1, 1, 1, s, 0, -3.174316, 0, 0, 1, 228, push, -0.005859, 26700, -1.776336, 84
1, 0, 1, 0, &, 0, 0.054688, 0, 0, 30, 6, help, -0.158203, 111, -0.000779, 51
0, 1, 0, 0, ?, 0, 0.047363, 0, 1, -5, 710, creator, -5.677734, 88, 1.298617, 11
0, 0, 1, 1, }, 0, 16558.033203, 5, 0, 1, 25, flowers, 1.615234, 2, 0.565260, 1
1, 0, 0, 0, i, 0, 0.126953, c, 1, -6, 11219, uncle, -0.007812, 4, 15.407093, 0
0, 1, 0, 1, x, 1, -0.035156, 7, 0, 3, 2, wind, 0.011719, 28, 0.071718, 0
1, 0, 1, 1, 6, 0, 5708.265137, 0, 1, -1, 631, balloon, 0.001953, 0, -0.000005, 0
0, 1, 0, 0, ^, 0, 0.179199, 0, 0, -3, 15, stranger, 4.570312, 5, -0.000003, 90
1, 1, 0, 1, d, 0, 409.056152, 3, 1, 6, 12, bean, 15.521484, 10, 0.003742, 12
0, 0, 1, 0, }, 1, -37.575684, f, 0, -28, 59757, crook, -38.839844, 59, 0.062330, 2
1, 0, 1, 0, 8, 1, 0.015137, f, 1, -6, 31, sleep, 0.212891, 29, 3.492627, 7
0, 1, 0, 1, =, 0, -19171.708984, 1, 0, -23, 0, shop, 0.000000, 31, -0.000584, 31
0, 1, 1, 1, D, 1, -2.016113, 0, 0, 23, 875, fact, -0.001953, 3, -0.000005, 13
0, 1, 0, 1, G, 1, -0.760254, 7, 1, 3, 64, size, -0.314453, 128, -192.738770, 16
0, 1, 0, 0, *, 0, 0.608398, 0, 0, 0, 3, club, 0.000000, 15, 2.953893, 115
1, 0, 0, 0, ., 0, 36.144531, 1, 0, 15, 0, airport, 2.572266, 462, 0.324913, 126
0, 1, 0, 0, E, 1, 0.000488, 79, 1, 0, 81, friend, 0.035156, 1, 0.000238, 0
1, 1, 0, 0, W, 1, 0.000000, 8, 1, 0, 28, vacation, 1.136719, 1, -0.000002, 0
1, 0, 0, 1, M, 1, -0.390625, 0, 1, -3, 3312, rhythm, 0.000000, 2835, 0.001873, 30
0, 1, 1, 1, F, 1, -2.016113, 0, 0, 23, 875, fact, -0.001953, 3, -0.000005, 13
0, 1, 1, 1, U, 1, -80557.031250, 0, 1, -24, 8747, dinosaurs, -0.015625, 0, 7.475070, 10
0, 1, 0, 0, Q, 1, 1.980957, 66, 1, -13, 11, nest, 0.187500, 3823, -0.000000, 4
1, 0, 0, 1, i, 0, -0.000977, 89, 0, -1, 6680, duck, 0.011719, 1215, -0.054957, 125
1, 1, 1, 1, <, 1, -0.115234, a9, 0, -8, 20, meat, 0.001953, 18, -0.041598, 3
0, 1, 0, 0, }, 1, -0.002930, 0, 0, 96, 107, play, 0.005859, 321, 0.000004, 7
0, 0, 1, 0, G, 1, -59.016113, 46, 1, -1, 262, profit, -3.898438, 0, -0.000000, 88
0, 1, 0, 1, :, 0, 14.834473, 1, 0, -3, 1488, deer, -0.013672, 115, 0.000139, 0
0, 1, 1, 0, %, 1, -79842.453125, 3f, 0, 12, 466, ants, -0.226562, 178, 3.366312, 1
0, 1, 0, 0, u, 0, 1.005859, a, 0, 6, 3, fog, -20.869141, 1180, 0.126092, 0
1, 0, 0, 1, -, 1, -32256.337891, 1, 1, 27, 0, rake, 0.052734, 1784, -0.000085, 222
0, 1, 1, 1, G, 1, 13806.732422, 0, 1, 0, 25518, start, -1.720703, 510, 0.000000, 0
1, 0, 1, 1, {, 1, -151987.937500, 1, 1, -3, 836, volcano, 0.923828, 818, -0.000121, 1
0, 1, 0, 1, %, 0, -4590.081543, 0, 1, 15, 6707, planes, -0.007812, 55, -0.000053, 5
1, 0, 1, 0, V, 0, -3469.152832, 5, 0, 0, 6, sofa, -0.908203, 3, 191.575256, 15
0, 0, 1, 0, ], 0, 27587.716797, 1, 0, -1, 4662, jar, 2.962891, 739, 1.587650, 14
1, 1, 1, 1, M, 0, 0.009766, 17, 0, 1, 618, hobbies, 0.126953, 96, -0.000001, 224
0, 0, 1, 1, z, 0, 5509.541016, 5a, 1, 2, 0, increase, 0.480469, 132, -0.000908, 0
1, 1, 1, 0, f, 0, -0.002441, 1f, 1, 11, 1, silver, -8.304688, 219, -1.476396, 2
1, 1, 1, 0, a, 1, 0.005371, 3e, 1, -1, 343, north, -0.001953, 0, 0.178408, 33
1, 1, 1, 1, @, 1, 2221.733887, 3, 0, 0, 0, father, 2.531250, 24, 22.192043, 225
1, 1, 0, 1, S, 1, -4.727051, 1, 1, 1, 4048, sink, -0.078125, 8, -4.343594, 21
1, 0, 1, 1, Q, 0, 0.011719, 3, 1, 118, 6, wrist, 0.054688, 20874, 229.961502, 20
1, 0, 0, 1, V, 0, -3270.966309, d0, 1, 0, 2, learning, -2.072266, 26, -4.873291, 77
1, 0, 1, 0, n, 1, 10122.240234, 5f, 0, 1, 10604, son, 0.039062, 966, -0.283801, 111
1, 1, 1, 1, i, 1, 0.083008, 8d, 1, -1, 946, banana, -0.666016, 5003, 167.395340, 18
1, 0, 1, 1, q, 1, -102.500977, c9, 1, -60, 0, pump, -0.001953, 11, 0.366818, 9
0, 1, 1, 0, !, 1, -2.376953, 7, 0, 9, 1, horse, 3.845703, 3831, 0.000012, 27
1, 1, 0, 1, D, 1, -0.002441, 7e, 1, 1, 26, process, -0.035156, 32, -0.848041, 230
0, 1, 0, 0, U, 1, -0.019043, 0, 0, -5, 64, sand, 22.451172, 31819, -0.000183, 18
